Name	Type 1	Type 2	HP	Atk	Def	Tankiness	Basic Atk	PW	Type	STAB?	Spd (ms)	NRG	Quick Dmg	Charge Atk	PW	Type	STAB?	NRG	Crit%	Spd (ms)	Charge Dmg	Quicks to Full	QuickTime (ms)	Full Cycle DPS	Quick Only DPS	Defensive DPS	DPS %	Duel Ability	Duel %	Def Ability	Def %	1.5x Def
Magmar	Fire		130	206	169	21970	Ember	10	Fire	1	1050	10	9	Flamethrower	55	Fire	1	50	5	2900	48	5	5250	11.41	8.57	4.62	66.07%	250678	33.93%	101400	37.87%	#REF!
Starmie	Water	Psychic	120	210	184	22080	Tackle	12	Normal	0	1100	10	9	Psychic	55	Psychic	1	50	5	2800	49	5	5500	11.33	8.18	4.63	65.61%	250166	33.86%	102242	38.19%	#REF!
Hypno	Psychic		170	144	215	36550	Confusion	15	Psychic	1	1510	14	10	Shadow Ball	45	Ghost	0	33	5	3080	22	3	4530	6.83	6.62	3.33	39.55%	249637	33.79%	121755	45.47%	#REF!
Golduck	Water		160	191	163	26080	Confusion	15	Psychic	0	1510	14	10	Hydro Pump	90	Water	1	100	5	3800	72	8	12080	9.57	6.62	4.49	55.41%	249586	33.79%	117006	43.70%	#REF!
Tauros	Normal		150	198	197	29550	Zen Headbutt	12	Psychic	0	1050	9	8	Horn Attack	25	Normal	1	25	5	2200	21	3	3150	8.41	7.62	3.37	48.70%	248516	33.64%	99607	37.20%	#REF!
Victreebel	Grass	Poison	160	207	138	22080	Razor Leaf	15	Grass	1	1450	12	13	Leaf Blade	55	Grass	1	50	25	2800	48	5	7250	11.24	8.97	5.12	65.08%	248179	33.60%	113154	42.26%	#REF!
Tauros	Normal		150	198	197	29550	Zen Headbutt	12	Psychic	0	1050	9	8	Iron Head	30	Steel	0	33	5	2000	20	4	4200	8.39	7.62	3.21	48.58%	247925	33.56%	94852	35.43%	#REF!
Hitmonlee	Fighting		100	224	211	21100	Low Kick	5	Fighting	1	600	7	5	Brick Break	30	Fighting	1	33	25	1600	29	5	3000	11.74	8.33	3.25	67.98%	247714	33.53%	68639	25.64%	#REF!
Alakazam	Psychic		110	271	194	21340	Confusion	15	Psychic	1	1510	14	17	Dazzling Gleam	55	Fairy	0	33	5	4200	50	3	4530	11.57	11.26	6.04	66.99%	246904	33.42%	128831	48.12%	#REF!
Graveler	Rock	Ground	110	164	196	21560	Mud Shot	6	Ground	1	550	7	5	Stone Edge	80	Rock	1	100	50	3100	55	15	8250	11.45	9.09	3.00	66.30%	246862	33.42%	64655	24.15%	#REF!
Electabuzz	Electric		130	198	173	22490	Thunder Shock	5	Electric	1	600	8	5	Thunder Punch	40	Electric	1	33	5	2400	34	5	3000	10.93	8.33	3.39	63.29%	245816	33.28%	76259	28.48%	#REF!
Dewgong	Water	Ice	180	139	184	33120	Frost Breath	9	Ice	1	810	7	6	Aqua Jet	25	Water	1	20	5	2350	15	3	2430	6.90	7.41	2.58	42.91%	245419	33.22%	85521	31.94%	#REF!
Dewgong	Water	Ice	180	139	184	33120	Frost Breath	9	Ice	1	810	7	6	Icy Wind	25	Ice	1	20	5	3800	15	3	2430	5.30	7.41	2.32	42.91%	245419	33.22%	76807	28.69%	#REF!
Gengar	Ghost	Poison	120	261	156	18720	Sucker Punch	7	Dark	0	700	9	7	Shadow Ball	45	Ghost	1	33	5	3080	49	4	2800	13.10	10.00	4.85	75.85%	245232	33.20%	90771	33.90%	#REF!
Rapidash	Fire		130	207	167	21710	Low Kick	5	Fighting	0	600	7	4	Fire Blast	100	Fire	1	100	5	4100	87	15	9000	11.22	6.67	3.26	64.97%	243586	32.97%	70762	26.43%	#REF!
Pidgeot	Normal	Flying	166	166	157	26062	Wing Attack	9	Flying	1	750	7	7	Aerial Ace	30	Flying	1	25	5	2900	21	4	3000	8.31	9.33	3.08	54.02%	243158	32.92%	80317	30.00%	#REF!
Pidgeot	Normal	Flying	166	166	157	26062	Wing Attack	9	Flying	1	750	7	7	Air Cutter	30	Flying	1	25	25	3300	21	4	3000	7.78	9.33	3.01	54.02%	243158	32.92%	78346	29.26%	#REF!
Rapidash	Fire		130	207	167	21710	Ember	10	Fire	1	1050	10	9	Heat Wave	80	Fire	1	100	5	3800	70	10	10500	11.19	8.57	4.41	64.79%	242935	32.89%	95691	35.74%	#REF!
Pinsir	Bug		130	238	197	25610	Rock Smash	15	Fighting	0	1410	12	12	Submission	30	Fighting	0	33	5	2100	24	3	4230	9.48	8.51	4.19	54.89%	242783	32.87%	107230	40.05%	#REF!
Seadra	Water		110	187	182	20020	Water Gun	6	Water	1	500	7	5	Blizzard	100	Ice	0	100	5	3900	63	15	7500	12.11	10.00	3.18	70.12%	242442	32.82%	63658	23.78%	#REF!
Electabuzz	Electric		130	198	173	22490	Low Kick	5	Fighting	0	600	7	4	Thunder	100	Electric	1	100	5	4300	83	15	9000	10.75	6.67	3.16	62.25%	241768	32.73%	70995	26.52%	#REF!
Wigglytuff	Normal	Fairy	280	156	93	26040	Pound	7	Normal	1	540	7	5	Dazzling Gleam	55	Fairy	1	33	5	4200	36	5	2700	8.84	9.26	3.23	53.62%	241130	32.64%	84044	31.39%	#REF!
Hitmonlee	Fighting		100	224	211	21100	Rock Smash	15	Fighting	1	1410	12	15	Low Sweep	30	Fighting	1	25	5	2250	29	3	4230	11.42	10.64	5.11	66.13%	240962	32.62%	107831	40.27%	#REF!
Sandslash	Ground		150	182	202	30300	Metal Claw	8	Steel	0	630	7	5	Bulldoze	35	Ground	1	25	5	3400	27	4	2520	7.94	7.94	2.95	45.98%	240582	32.57%	89454	33.41%	#REF!
Sandslash	Ground		150	182	202	30300	Metal Claw	8	Steel	0	630	7	5	Rock Tomb	30	Rock	0	25	25	3400	19	4	2520	6.59	7.94	2.45	45.98%	240582	32.57%	74227	27.72%	#REF!
Kingler	Water		110	240	214	23540	Mud Shot	6	Ground	0	550	7	5	Water Pulse	35	Water	1	25	5	3300	36	4	2200	10.18	9.09	3.61	58.95%	239637	32.44%	85048	31.76%	#REF!
Raichu	Electric		120	193	165	19800	Thunder Shock	5	Electric	1	600	8	5	Thunder	100	Electric	1	100	5	4300	81	13	7800	12.07	8.33	3.64	69.89%	238986	32.35%	72090	26.92%	#REF!
Pinsir	Bug		130	238	197	25610	Fury Cutter	3	Bug	1	400	6	3	Submission	30	Fighting	0	33	5	2100	24	6	2400	9.33	7.50	2.27	54.02%	238941	32.35%	58142	21.72%	#REF!
Aerodactyl	Rock	Flying	160	221	164	26240	Steel Wing	15	Steel	0	1330	12	12	Ancient Power	35	Rock	1	25	5	3600	33	3	3990	9.09	9.02	4.43	52.63%	238522	32.29%	116136	43.38%	#REF!
Gengar	Ghost	Poison	120	261	156	18720	Shadow Claw	11	Ghost	1	950	8	12	Dark Pulse	45	Dark	0	33	5	3500	40	5	4750	12.12	12.63	4.94	73.13%	236434	32.01%	92444	34.53%	#REF!
Hitmonlee	Fighting		100	224	211	21100	Low Kick	5	Fighting	1	600	7	5	Stone Edge	80	Rock	0	100	50	3100	60	15	9000	11.16	8.33	3.06	64.62%	235476	31.88%	64592	24.12%	#REF!
Venomoth	Bug	Poison	140	179	150	21000	Bug Bite	5	Bug	1	450	7	4	Bug Buzz	75	Bug	1	50	5	4250	56	8	3600	11.21	8.89	3.40	64.91%	235410	31.87%	71489	26.70%	#REF!
Pidgeot	Normal	Flying	166	166	157	26062	Steel Wing	15	Steel	0	1330	12	9	Hurricane	80	Flying	1	100	5	3200	56	9	11970	9.03	6.77	3.90	52.29%	235340	31.86%	101521	37.92%	#REF!
Raichu	Electric		120	193	165	19800	Spark	7	Electric	1	700	8	6	Thunder	100	Electric	1	100	5	4300	81	13	9100	11.87	8.57	3.84	68.73%	235026	31.82%	76043	28.40%	#REF!
Kabutops	Rock	Water	120	220	203	24360	Mud Shot	6	Ground	0	550	7	5	Water Pulse	35	Water	1	25	5	3300	33	4	2200	9.64	9.09	3.42	55.82%	234830	31.79%	83295	31.11%	#REF!
Electabuzz	Electric		130	198	173	22490	Low Kick	5	Fighting	0	600	7	4	Thunderbolt	55	Electric	1	50	5	2700	46	8	4800	10.40	6.67	3.06	60.22%	233896	31.66%	68793	25.69%	#REF!
Hitmonchan	Fighting		100	193	212	21200	Rock Smash	15	Fighting	1	1410	12	13	Brick Break	30	Fighting	1	33	25	1600	25	3	4230	10.98	9.22	4.63	63.58%	232776	31.51%	98106	36.64%	#REF!
Weezing	Poison		130	174	221	28730	Acid	10	Poison	1	1050	10	8	Shadow Ball	45	Ghost	0	33	5	3080	27	4	4200	8.10	7.62	3.41	46.90%	232713	31.50%	98094	36.64%	#REF!
Seadra	Water		110	187	182	20020	Dragon Breath	6	Dragon	0	500	7	4	Hydro Pump	90	Water	1	100	5	3800	71	15	7500	11.59	8.00	3.03	67.11%	232032	31.41%	60569	22.62%	#REF!
Electrode	Electric		120	173	179	21480	Spark	7	Electric	1	700	8	6	Thunderbolt	55	Electric	1	50	5	2700	40	7	4900	10.79	8.57	3.47	62.48%	231769	31.37%	74634	27.88%	#REF!
Pinsir	Bug		130	238	197	25610	Rock Smash	15	Fighting	0	1410	12	12	Vice Grip	25	Normal	0	20	5	2100	20	2	2820	8.94	8.51	4.03	51.77%	228953	30.99%	103190	38.54%	#REF!
Magmar	Fire		130	206	169	21970	Karate Chop	6	Fighting	0	800	8	5	Fire Blast	100	Fire	1	100	5	4100	86	13	10400	10.41	6.25	3.55	60.28%	228708	30.96%	78058	29.15%	#REF!
Seaking	Water		160	175	154	24640	Poison Jab	12	Poison	0	1050	10	8	Megahorn	80	Bug	0	100	5	3200	47	10	10500	9.27	7.62	3.56	53.68%	228413	30.92%	87655	32.74%	#REF!
Wigglytuff	Normal	Fairy	280	156	93	26040	Feint Attack	12	Dark	0	1040	10	7	Play Rough	55	Fairy	1	50	5	2900	36	5	5200	8.77	6.73	3.53	50.78%	228371	30.91%	91982	34.35%	#REF!
Hitmonlee	Fighting		100	224	211	21100	Rock Smash	15	Fighting	1	1410	12	15	Stomp	30	Normal	0	25	5	2100	23	3	4230	10.74	10.64	4.75	62.19%	226614	30.68%	100126	37.40%	#REF!
Kingler	Water		110	240	214	23540	Mud Shot	6	Ground	0	550	7	5	Vice Grip	25	Normal	0	20	5	2100	21	3	1650	9.60	9.09	3.06	55.59%	225984	30.59%	72123	26.94%	#REF!
Electrode	Electric		120	173	179	21480	Spark	7	Electric	1	700	8	6	Hyper Beam	120	Normal	0	100	5	5000	70	13	9100	10.50	8.57	3.52	60.80%	225540	30.53%	75512	28.20%	#REF!
Electabuzz	Electric		130	198	173	22490	Low Kick	5	Fighting	0	600	7	4	Thunder Punch	40	Electric	1	33	5	2400	34	5	3000	10.00	6.67	3.10	57.90%	224900	30.44%	69797	26.07%	#REF!
Golduck	Water		160	191	163	26080	Confusion	15	Psychic	0	1510	14	10	Psychic	55	Psychic	0	50	5	2800	36	4	6040	8.60	6.62	4.03	49.80%	224288	30.36%	105206	39.29%	#REF!
Magneton	Electric	Steel	100	223	182	18200	Spark	7	Electric	1	700	8	7	Flash Cannon	60	Steel	1	33	5	3900	56	5	3500	12.30	10.00	4.69	71.22%	223860	30.30%	85371	31.89%	#REF!
Beedrill	Bug	Poison	130	169	150	19500	Bug Bite	5	Bug	1	450	7	4	Sludge Bomb	55	Poison	1	50	5	2600	39	8	3600	11.45	8.89	2.93	66.30%	223275	30.22%	57211	21.37%	#REF!
Magmar	Fire		130	206	169	21970	Ember	10	Fire	1	1050	10	9	Fire Punch	40	Fire	1	33	5	2800	35	4	4200	10.14	8.57	4.18	58.71%	222776	30.16%	91757	34.27%	#REF!
Kabutops	Rock	Water	120	220	203	24360	Mud Shot	6	Ground	0	550	7	5	Ancient Power	35	Rock	1	25	5	3600	33	4	2200	9.14	9.09	3.35	52.92%	222650	30.14%	81714	30.52%	#REF!
Hitmonlee	Fighting		100	224	211	21100	Low Kick	5	Fighting	1	600	7	5	Low Sweep	30	Fighting	1	25	5	2250	29	4	2400	10.54	8.33	3.34	61.03%	222394	30.11%	70573	26.36%	#REF!
Marowak	Ground		120	144	200	24000	Mud Slap	15	Ground	1	1350	12	10	Earthquake	100	Ground	1	100	5	4200	61	9	12150	9.24	7.41	4.15	53.50%	221760	30.02%	99697	37.24%	#REF!
Pinsir	Bug		130	238	197	25610	Fury Cutter	3	Bug	1	400	6	3	Vice Grip	25	Normal	0	20	5	2100	20	4	1600	8.65	7.50	2.34	50.09%	221527	29.99%	59819	22.34%	#REF!
Kabutops	Rock	Water	120	220	203	24360	Fury Cutter	3	Bug	0	400	6	3	Water Pulse	35	Water	1	25	5	3300	33	5	2000	9.06	7.50	2.77	52.46%	220702	29.88%	67588	25.24%	#REF!
Golduck	Water		160	191	163	26080	Confusion	15	Psychic	0	1510	14	10	Ice Beam	65	Ice	0	50	5	3650	42	4	6040	8.46	6.62	4.16	48.99%	220637	29.87%	108611	40.57%	#REF!
Rapidash	Fire		130	207	167	21710	Low Kick	5	Fighting	0	600	7	4	Heat Wave	80	Fire	1	100	5	3800	70	15	9000	10.16	6.67	2.90	58.83%	220574	29.86%	62998	23.53%	#REF!
Weezing	Poison		130	174	221	28730	Acid	10	Poison	1	1050	10	8	Dark Pulse	45	Dark	0	33	5	3500	27	4	4200	7.66	7.62	3.33	44.35%	220072	29.79%	95767	35.77%	#REF!
Graveler	Rock	Ground	110	164	196	21560	Mud Slap	15	Ground	1	1350	12	11	Stone Edge	80	Rock	1	100	50	3100	55	9	12150	10.10	8.15	4.37	58.48%	217756	29.48%	94191	35.18%	#REF!
Graveler	Rock	Ground	110	164	196	21560	Mud Shot	6	Ground	1	550	7	5	Rock Slide	50	Rock	1	33	5	3200	35	5	2750	10.08	9.09	3.34	58.37%	217325	29.42%	72067	26.92%	#REF!
Primeape	Fighting		130	207	144	18720	Low Kick	5	Fighting	1	600	7	5	Cross Chop	60	Fighting	1	100	25	2000	52	15	9000	11.55	8.33	2.95	66.88%	216216	29.27%	55289	20.65%	#REF!
Seadra	Water		110	187	182	20020	Dragon Breath	6	Dragon	0	500	7	4	Blizzard	100	Ice	0	100	5	3900	63	15	7500	10.79	8.00	2.83	62.48%	216016	29.24%	56739	21.19%	#REF!
Mr. Mime	Psychic	Fairy	80	192	233	18640	Zen Headbutt	12	Psychic	1	1050	9	10	Psychic	55	Psychic	1	50	5	2800	45	6	6300	11.54	9.52	4.55	66.82%	215106	29.12%	84727	31.65%	#REF!
Parasect	Bug	Grass	120	165	146	17520	Bug Bite	5	Bug	1	450	7	4	Solar Beam	120	Grass	1	100	5	4900	83	15	6750	12.27	8.89	3.28	71.05%	214970	29.10%	57397	21.44%	#REF!
Magmar	Fire		130	206	169	21970	Karate Chop	6	Fighting	0	800	8	5	Flamethrower	55	Fire	1	50	5	2900	48	7	5600	9.76	6.25	3.39	56.51%	214427	29.03%	74429	27.80%	#REF!
Golbat	Poison	Flying	150	161	153	22950	Wing Attack	9	Flying	1	750	7	7	Air Cutter	30	Flying	1	25	25	3300	21	4	3000	7.78	9.33	3.01	54.02%	214124	28.99%	68991	25.77%	#REF!
Golbat	Poison	Flying	150	161	153	22950	Wing Attack	9	Flying	1	750	7	7	Poison Fang	25	Poison	1	20	5	2400	17	3	2250	8.17	9.33	3.00	54.02%	214124	28.99%	68941	25.75%	#REF!
Golbat	Poison	Flying	150	161	153	22950	Wing Attack	9	Flying	1	750	7	7	Ominous Wind	30	Ghost	0	25	5	3100	17	4	3000	7.38	9.33	2.80	54.02%	214124	28.99%	64146	23.96%	#REF!
Magneton	Electric	Steel	100	223	182	18200	Thunder Shock	5	Electric	1	600	8	5	Flash Cannon	60	Steel	1	33	5	3900	56	5	3000	11.74	8.33	4.29	67.98%	213668	28.92%	78000	29.13%	#REF!
Seadra	Water		110	187	182	20020	Water Gun	6	Water	1	500	7	5	Dragon Pulse	65	Dragon	0	50	5	3600	41	8	4000	10.66	10.00	3.16	61.73%	213413	28.89%	63345	23.66%	#REF!
Venomoth	Bug	Poison	140	179	150	21000	Bug Bite	5	Bug	1	450	7	4	Psychic	55	Psychic	0	50	5	2800	33	8	3600	10.16	8.89	2.66	58.83%	213360	28.88%	55943	20.89%	#REF!
Dewgong	Water	Ice	180	139	184	33120	Ice Shard	15	Ice	1	1400	12	9	Aqua Jet	25	Water	1	20	5	2350	15	2	2800	6.41	6.43	2.96	37.23%	212962	28.83%	98023	36.61%	#REF!
Dewgong	Water	Ice	180	139	184	33120	Ice Shard	15	Ice	1	1400	12	9	Icy Wind	25	Ice	1	20	5	3800	15	2	2800	5.00	6.43	2.62	37.23%	212962	28.83%	86743	32.40%	#REF!
Raichu	Electric		120	193	165	19800	Thunder Shock	5	Electric	1	600	8	5	Thunder Punch	40	Electric	1	33	5	2400	33	5	3000	10.74	8.33	3.33	62.19%	212652	28.79%	66000	24.65%	#REF!
Starmie	Water	Psychic	120	210	184	22080	Quick Attack	10	Normal	0	1330	12	8	Hydro Pump	90	Water	1	100	5	3800	79	9	11970	9.58	6.02	4.22	55.47%	211526	28.63%	93209	34.81%	#REF!
Raichu	Electric		120	193	165	19800	Spark	7	Electric	1	700	8	6	Thunder Punch	40	Electric	1	33	5	2400	33	5	3500	10.68	8.57	3.52	61.84%	211464	28.63%	69687	26.03%	#REF!
Weezing	Poison		130	174	221	28730	Tackle	12	Normal	0	1100	10	7	Shadow Ball	45	Ghost	0	33	5	3080	27	4	4400	7.35	6.36	3.15	42.56%	211166	28.59%	90398	33.76%	#REF!
Kabutops	Rock	Water	120	220	203	24360	Fury Cutter	3	Bug	0	400	6	3	Ancient Power	35	Rock	1	25	5	3600	33	5	2000	8.57	7.50	2.73	49.62%	208765	28.26%	66436	24.81%	#REF!
Beedrill	Bug	Poison	130	169	150	19500	Poison Jab	12	Poison	1	1050	10	9	Sludge Bomb	55	Poison	1	50	5	2600	39	5	5250	10.70	8.57	4.23	61.96%	208650	28.24%	82519	30.82%	#REF!
Hitmonchan	Fighting		100	193	212	21200	Rock Smash	15	Fighting	1	1410	12	13	Thunder Punch	40	Electric	0	33	5	2400	26	3	4230	9.80	9.22	4.44	56.75%	207760	28.12%	94190	35.18%	#REF!
Magneton	Electric	Steel	100	223	182	18200	Spark	7	Electric	1	700	8	7	Discharge	35	Electric	1	33	5	2500	33	5	3500	11.33	10.00	3.78	65.61%	206206	27.91%	68756	25.68%	#REF!
Mr. Mime	Psychic	Fairy	80	192	233	18640	Confusion	15	Psychic	1	1510	14	13	Psychic	55	Psychic	1	50	5	2800	45	4	6040	10.97	8.61	5.15	63.52%	204481	27.68%	95970	35.84%	#REF!
Rapidash	Fire		130	207	167	21710	Ember	10	Fire	1	1050	10	9	Drill Run	50	Ground	0	33	25	3400	35	4	4200	9.34	8.57	4.03	54.08%	202771	27.45%	87580	32.71%	#REF!
Graveler	Rock	Ground	110	164	196	21560	Mud Slap	15	Ground	1	1350	12	11	Rock Slide	50	Rock	1	33	5	3200	35	3	4050	9.38	8.15	4.46	54.31%	202233	27.38%	96136	35.91%	#REF!
Gengar	Ghost	Poison	120	261	156	18720	Sucker Punch	7	Dark	0	700	9	7	Dark Pulse	45	Dark	0	33	5	3500	40	4	2800	10.79	10.00	4.17	62.48%	201989	27.34%	78096	29.17%	#REF!
Hitmonlee	Fighting		100	224	211	21100	Low Kick	5	Fighting	1	600	7	5	Stomp	30	Normal	0	25	5	2100	23	4	2400	9.56	8.33	2.97	55.36%	201716	27.31%	62572	23.37%	#REF!
Beedrill	Bug	Poison	130	169	150	19500	Bug Bite	5	Bug	1	450	7	4	X-Scissor	35	Bug	1	33	5	2100	25	5	2250	10.34	8.89	2.75	59.87%	201630	27.29%	53670	20.05%	#REF!
Graveler	Rock	Ground	110	164	196	21560	Rock Throw	12	Rock	1	1360	15	9	Stone Edge	80	Rock	1	100	50	3100	55	7	9520	9.35	6.62	4.12	54.14%	201586	27.29%	88892	33.20%	#REF!
Seaking	Water		160	175	154	24640	Poison Jab	12	Poison	0	1050	10	8	Drill Run	50	Ground	0	33	25	3400	30	4	4200	8.16	7.62	3.52	47.25%	201062	27.22%	86800	32.42%	#REF!
Parasect	Bug	Grass	120	165	146	17520	Fury Cutter	3	Bug	1	400	6	3	Solar Beam	120	Grass	1	100	5	4900	83	17	6800	11.45	7.50	2.81	66.30%	200604	27.16%	49218	18.38%	#REF!
Electrode	Electric		120	173	179	21480	Spark	7	Electric	1	700	8	6	Discharge	35	Electric	1	33	5	2500	26	5	3500	9.33	8.57	3.11	54.02%	200408	27.13%	66827	24.96%	#REF!
Weezing	Poison		130	174	221	28730	Tackle	12	Normal	0	1100	10	7	Dark Pulse	45	Dark	0	33	5	3500	27	4	4400	6.96	6.36	3.07	40.30%	199961	27.07%	88277	32.97%	#REF!
Wigglytuff	Normal	Fairy	280	156	93	26040	Feint Attack	12	Dark	0	1040	10	7	Dazzling Gleam	55	Fairy	1	33	5	4200	36	4	4160	7.66	6.73	3.49	44.35%	199466	27.00%	90771	33.90%	#REF!
Machoke	Fighting		160	177	130	20800	Low Kick	5	Fighting	1	600	7	4	Cross Chop	60	Fighting	1	100	25	2000	45	15	9000	9.55	6.67	2.44	55.30%	198640	26.89%	50791	18.97%	#REF!
Scyther	Bug	Flying	140	218	170	23800	Steel Wing	15	Steel	0	1330	12	11	Night Slash	30	Dark	0	25	25	2700	22	3	3990	8.22	8.27	3.74	47.89%	196826	26.64%	89108	33.28%	#REF!
Electrode	Electric		120	173	179	21480	Tackle	12	Normal	0	1100	10	7	Thunderbolt	55	Electric	1	50	5	2700	40	5	5500	9.15	6.36	3.71	52.98%	196542	26.61%	79752	29.79%	#REF!
Starmie	Water	Psychic	120	210	184	22080	Tackle	12	Normal	0	1100	10	9	Power Gem	40	Rock	0	33	5	2900	29	4	4400	8.90	8.18	3.76	51.53%	196512	26.60%	82960	30.98%	#REF!
Butterfree	Bug	Flying	120	167	151	18120	Bug Bite	5	Bug	1	450	7	4	Bug Buzz	75	Bug	1	50	5	4250	53	8	3600	10.83	8.89	3.29	62.71%	196240	26.56%	59582	22.25%	#REF!
Primeape	Fighting		130	207	144	18720	Karate Chop	6	Fighting	1	800	8	6	Cross Chop	60	Fighting	1	100	25	2000	52	13	10400	10.48	7.50	3.22	60.68%	196186	26.56%	60238	22.50%	#REF!
Hitmonchan	Fighting		100	193	212	21200	Rock Smash	15	Fighting	1	1410	12	13	Fire Punch	40	Fire	0	33	5	2800	26	3	4230	9.25	9.22	4.32	53.56%	196100	26.55%	91683	34.24%	#REF!
Graveler	Rock	Ground	110	164	196	21560	Mud Shot	6	Ground	1	550	7	5	Dig	70	Ground	1	33	5	5800	48	5	2750	8.54	9.09	3.55	52.63%	195980	26.53%	76588	28.60%	#REF!
Hitmonchan	Fighting		100	193	212	21200	Rock Smash	15	Fighting	1	1410	12	13	Ice Punch	45	Ice	0	33	5	3500	29	3	4230	8.80	9.22	4.32	53.39%	195464	26.46%	91647	34.23%	#REF!
Marowak	Ground		120	144	200	24000	Mud Slap	15	Ground	1	1350	12	10	Bone Club	25	Ground	1	25	5	1600	16	3	4050	8.14	7.41	3.37	47.13%	195360	26.45%	80879	30.21%	#REF!
Machoke	Fighting		160	177	130	20800	Low Kick	5	Fighting	1	600	7	4	Brick Break	30	Fighting	1	33	25	1600	23	5	3000	9.35	6.67	2.59	54.14%	194480	26.33%	53880	20.12%	#REF!
Raichu	Electric		120	193	165	19800	Spark	7	Electric	1	700	8	6	Brick Break	30	Fighting	0	33	25	1600	20	5	3500	9.80	8.57	2.92	56.75%	194040	26.27%	57895	21.62%	#REF!
Magmar	Fire		130	206	169	21970	Karate Chop	6	Fighting	0	800	8	5	Fire Punch	40	Fire	1	33	5	2800	35	5	4000	8.82	6.25	3.19	51.07%	193775	26.23%	70117	26.19%	#REF!
Raichu	Electric		120	193	165	19800	Thunder Shock	5	Electric	1	600	8	5	Brick Break	30	Fighting	0	33	25	1600	20	5	3000	9.78	8.33	2.71	56.63%	193644	26.21%	53675	20.05%	#REF!
Seadra	Water		110	187	182	20020	Dragon Breath	6	Dragon	0	500	7	4	Dragon Pulse	65	Dragon	0	50	5	3600	41	8	4000	9.61	8.00	2.85	55.65%	192392	26.04%	57088	21.32%	#REF!
Magneton	Electric	Steel	100	223	182	18200	Thunder Shock	5	Electric	1	600	8	5	Discharge	35	Electric	1	33	5	2500	33	5	3000	10.55	8.33	3.31	61.09%	192010	25.99%	60320	22.53%	#REF!
Arbok	Poison		120	167	158	18960	Bite	6	Dark	0	500	7	4	Gunk Shot	65	Poison	1	100	5	3000	46	15	7500	10.10	8.00	2.49	58.48%	191496	25.92%	47288	17.66%	#REF!
Arbok	Poison		120	167	158	18960	Bite	6	Dark	0	500	7	4	Sludge Wave	70	Poison	1	100	5	3400	49	15	7500	10.00	8.00	2.54	57.90%	189600	25.67%	48173	17.99%	#REF!
Marowak	Ground		120	144	200	24000	Rock Smash	15	Fighting	0	1410	12	8	Earthquake	100	Ground	1	100	5	4200	61	9	12690	7.87	5.67	3.61	45.57%	188880	25.57%	86528	32.32%	#REF!
Beedrill	Bug	Poison	130	169	150	19500	Poison Jab	12	Poison	1	1050	10	9	X-Scissor	35	Bug	1	33	5	2100	25	4	4200	9.68	8.57	3.74	56.05%	188760	25.55%	72975	27.26%	#REF!
Dragonair	Dragon		122	163	138	16836	Dragon Breath	6	Dragon	1	500	7	5	Dragon Pulse	65	Dragon	1	50	5	3600	45	8	4000	11.18	10.00	3.32	64.74%	188226	25.48%	55901	20.88%	#REF!
Electrode	Electric		120	173	179	21480	Tackle	12	Normal	0	1100	10	7	Hyper Beam	120	Normal	0	100	5	5000	70	10	11000	8.75	6.36	3.68	50.67%	187950	25.44%	79137	29.56%	#REF!
Seaking	Water		160	175	154	24640	Poison Jab	12	Poison	0	1050	10	8	Icy Wind	25	Ice	0	20	5	3800	15	2	2100	5.25	7.62	2.61	44.12%	187757	25.42%	64188	23.97%	#REF!
Venomoth	Bug	Poison	140	179	150	21000	Confusion	15	Psychic	0	1510	14	9	Bug Buzz	75	Bug	1	50	5	4250	56	4	6040	8.94	5.96	4.53	51.77%	187740	25.41%	95219	35.56%	#REF!
Scyther	Bug	Flying	140	218	170	23800	Fury Cutter	3	Bug	1	400	6	3	Night Slash	30	Dark	0	25	25	2700	22	5	2000	7.87	7.50	2.22	45.57%	187306	25.36%	52731	19.69%	#REF!
Ivysaur	Grass	Poison	120	151	151	18120	Vine Whip	7	Grass	1	650	7	5	Solar Beam	120	Grass	1	100	5	4900	76	15	9750	10.31	7.69	3.24	59.70%	186817	25.29%	58652	21.91%	#REF!
Venomoth	Bug	Poison	140	179	150	21000	Bug Bite	5	Bug	1	450	7	4	Poison Fang	25	Poison	1	20	5	2400	19	3	1350	8.27	8.89	2.64	51.48%	186690	25.27%	55404	20.69%	#REF!
Rapidash	Fire		130	207	167	21710	Low Kick	5	Fighting	0	600	7	4	Drill Run	50	Ground	0	33	25	3400	35	5	3000	8.59	6.67	2.99	49.74%	186489	25.24%	64894	24.24%	#REF!
Primeape	Fighting		130	207	144	18720	Low Kick	5	Fighting	1	600	7	5	Low Sweep	30	Fighting	1	25	5	2250	26	4	2400	9.89	8.33	3.14	57.27%	185141	25.06%	58780	21.95%	#REF!
Dodrio	Normal	Flying	120	218	145	17400	Feint Attack	12	Dark	0	1040	10	9	Drill Peck	40	Flying	1	33	5	2700	37	4	4160	10.64	8.65	4.33	61.61%	185136	25.06%	75338	28.14%	#REF!
Machoke	Fighting		160	177	130	20800	Karate Chop	6	Fighting	1	800	8	5	Cross Chop	60	Fighting	1	100	25	2000	45	13	10400	8.87	6.25	2.72	51.36%	184496	24.98%	56634	21.15%	#REF!
